global_id	name	name_id	name_prefix	image_id	rarity	alignment	min_rarity	base_id	desc	base_atk	base_def	pwr_req	gender	faction	silver	ability	usage	effect	max_level	max_mastery
1101961	Does Not Exist
1101971	Does Not Exist
1101981	Does Not Exist
1101991	Does Not Exist
1110780	Does Not Exist
1110790	Does Not Exist
1110800	Does Not Exist
1110810	Does Not Exist
1110820	Does Not Exist
1110830	Does Not Exist
1110840	Does Not Exist
1110850	Does Not Exist
1110860	Does Not Exist
1110870	Does Not Exist
1110880	Does Not Exist
1110890	Does Not Exist
1110900	Does Not Exist
1110910	Does Not Exist
1110920	Does Not Exist
1110930	Does Not Exist
1110940	Does Not Exist
1110950	Does Not Exist
1110960	Does Not Exist
1110970	Does Not Exist
1110980	Does Not Exist
1110990	Does Not Exist
1111000	Does Not Exist
1111010	Does Not Exist
1111020	Does Not Exist
1111030	Does Not Exist
1111040	Does Not Exist
1111050	Does Not Exist
1111060	Does Not Exist
1111070	Does Not Exist
1111080	Does Not Exist
1111090	Does Not Exist
1111100	Does Not Exist
1111110	Does Not Exist
1111120	Does Not Exist
1111130	Does Not Exist
1111140	Does Not Exist
1111150	Does Not Exist
1111160	Does Not Exist
1111170	Does Not Exist
1111180	Does Not Exist
1111190	Does Not Exist
1111200	Does Not Exist
1111210	Does Not Exist
1111220	Does Not Exist
1111230	Does Not Exist
1111240	Does Not Exist
1111250	Does Not Exist
1111260	Does Not Exist
1111270	Does Not Exist
1111280	Does Not Exist
1111290	Does Not Exist
1111300	Does Not Exist
1111310	Does Not Exist
1111320	Does Not Exist
1111330	Does Not Exist
1111340	Does Not Exist
1111350	Does Not Exist
1111360	Does Not Exist
1111370	Does Not Exist
1111380	Does Not Exist
1111390	Does Not Exist
1111400	Does Not Exist
1111410	Does Not Exist
1111420	Does Not Exist
1111430	Does Not Exist
1111440	Does Not Exist
1111450	Does Not Exist
1111460	Does Not Exist
1111470	Does Not Exist
1111480	Does Not Exist
1111490	Does Not Exist
1111500	Does Not Exist
1111510	Does Not Exist
1111520	Does Not Exist
1111530	Does Not Exist
1111540	Does Not Exist
1111550	Does Not Exist
1111560	Does Not Exist
1111570	Does Not Exist
1111580	Does Not Exist
1111590	Does Not Exist
1111600	Does Not Exist
1111610	Does Not Exist
1111620	Does Not Exist
1111630	Does Not Exist
1111640	Does Not Exist
1111650	Does Not Exist
1111660	Does Not Exist
1111670	Does Not Exist
1111680	Does Not Exist
1111690	Does Not Exist
1111700	Does Not Exist
1111710	Does Not Exist
1111720	Does Not Exist
1111730	Does Not Exist
1111740	Does Not Exist
1111750	Does Not Exist
1111760	Does Not Exist
1111770	Does Not Exist
1111780	Does Not Exist
1111790	Does Not Exist
1111800	Does Not Exist
1111810	Does Not Exist
1111820	Does Not Exist
1111830	Does Not Exist
1111840	Does Not Exist
1111850	Does Not Exist
1111860	Does Not Exist
1111870	Does Not Exist
1111880	Does Not Exist
1111890	Does Not Exist
1111900	Does Not Exist
1111910	Does Not Exist
1111920	Does Not Exist
1111930	Does Not Exist
1111940	Does Not Exist
1111950	Does Not Exist
1111960	Does Not Exist
1111970	Does Not Exist
1111980	Does Not Exist
1111990	Does Not Exist
1210781	Does Not Exist
1210791	Does Not Exist
1210801	Does Not Exist
1210811	Does Not Exist
1210821	Does Not Exist
1210831	Does Not Exist
1210841	Does Not Exist
1210851	Does Not Exist
1210861	Does Not Exist
1210871	Does Not Exist
1210881	Does Not Exist
1210891	Does Not Exist
1210901	Does Not Exist
1210911	Does Not Exist
1210921	Does Not Exist
1210931	Does Not Exist
1210941	Does Not Exist
1210951	Does Not Exist
1210961	Does Not Exist
1210971	Does Not Exist
1210981	Does Not Exist
1210991	Does Not Exist
1211001	Does Not Exist
1211011	Does Not Exist
1211021	Does Not Exist
1211031	Does Not Exist
1211041	Does Not Exist
1211051	Does Not Exist
1211061	Does Not Exist
1211071	Does Not Exist
1211081	Does Not Exist
1211091	Does Not Exist
1211101	Does Not Exist
1211111	Does Not Exist
1211121	Does Not Exist
1211131	Does Not Exist
1211141	Does Not Exist
1211151	Does Not Exist
1211161	Does Not Exist
1211171	Does Not Exist
1211181	Does Not Exist
1211191	Does Not Exist
1211201	Does Not Exist
1211211	Does Not Exist
1211221	Does Not Exist
1211231	Does Not Exist
1211241	Does Not Exist
1211251	Does Not Exist
1211261	Does Not Exist
1211271	Does Not Exist
1211281	Does Not Exist
1211291	Does Not Exist
1211301	Does Not Exist
1211311	Does Not Exist
1211321	Does Not Exist
1211331	Does Not Exist
1211341	Does Not Exist
1211351	Does Not Exist
1211361	Does Not Exist
1211371	Does Not Exist
1211381	Does Not Exist
1211391	Does Not Exist
1211401	Does Not Exist
1211411	Does Not Exist
1211421	Does Not Exist
1211431	Does Not Exist
1211441	Does Not Exist
1211451	Does Not Exist
1211461	Does Not Exist
1211471	Does Not Exist
1211481	Does Not Exist
1211491	Does Not Exist
1211501	Does Not Exist
1211511	Does Not Exist
1211521	Does Not Exist
1211531	Does Not Exist
1211541	Does Not Exist
1211551	Does Not Exist
1211561	Does Not Exist
1211571	Does Not Exist
1211581	Does Not Exist
1211591	Does Not Exist
1211601	Does Not Exist
1211611	Does Not Exist
1211621	Does Not Exist
1211631	Does Not Exist
1211641	Does Not Exist
1211651	Does Not Exist
1211661	Does Not Exist
1211671	Does Not Exist
1211681	Does Not Exist
1211691	Does Not Exist
1211701	Does Not Exist
1211711	Does Not Exist
1211721	Does Not Exist
1211731	Does Not Exist
1211741	Does Not Exist
1211751	Does Not Exist
1211761	Does Not Exist
1211771	Does Not Exist
1211781	Does Not Exist
1211791	Does Not Exist
1211801	Does Not Exist
1211811	Does Not Exist
1211821	Does Not Exist
1211831	Does Not Exist
1211841	Does Not Exist
1211851	Does Not Exist
1211861	Does Not Exist
1211871	Does Not Exist
1211881	Does Not Exist
1211891	Does Not Exist
1211901	Does Not Exist
1211911	Does Not Exist
1211921	Does Not Exist
1211931	Does Not Exist
1211941	Does Not Exist
1211951	Does Not Exist
1211961	Does Not Exist
1211971	Does Not Exist
1211981	Does Not Exist
1211991	Does Not Exist
1220780	Does Not Exist
1220790	Does Not Exist
1220800	Does Not Exist
1220810	Does Not Exist
1220820	Does Not Exist
1220830	Does Not Exist
1220840	Does Not Exist
1220850	Does Not Exist
1220860	Does Not Exist
1220870	Does Not Exist
1220880	Does Not Exist
1220890	Does Not Exist
1220900	Does Not Exist
1220910	Does Not Exist
1220920	Does Not Exist
1220930	Does Not Exist
1220940	Does Not Exist
1220950	Does Not Exist
1220960	Does Not Exist
1220970	Does Not Exist
1220980	Does Not Exist
1220990	Does Not Exist
1221000	Does Not Exist
1221010	Does Not Exist
1221020	Does Not Exist
1221030	Does Not Exist
1221040	Does Not Exist
1221050	Does Not Exist
1221060	Does Not Exist
1221070	Does Not Exist
1221080	Does Not Exist
1221090	Does Not Exist
1221100	Does Not Exist
1221110	Does Not Exist
1221120	Does Not Exist
1221130	Does Not Exist
1221140	Does Not Exist
1221150	Does Not Exist
1221160	Does Not Exist
1221170	Does Not Exist
1221180	Does Not Exist
1221190	Does Not Exist
1221200	Does Not Exist
1221210	Does Not Exist
1221220	Does Not Exist
1221230	Does Not Exist
1221240	Does Not Exist
1221250	Does Not Exist
1221260	Does Not Exist
1221270	Does Not Exist
1221280	Does Not Exist
1221290	Does Not Exist
1221300	Does Not Exist
1221310	Does Not Exist
1221320	Does Not Exist
1221330	Does Not Exist
1221340	Does Not Exist
1221350	Does Not Exist
1221360	Does Not Exist
1221370	Does Not Exist
1221380	Does Not Exist
1221390	Does Not Exist
1221400	Does Not Exist
1221410	Does Not Exist
1221420	Does Not Exist
1221430	Does Not Exist
1221440	Does Not Exist
1221450	Does Not Exist
1221460	Does Not Exist
1221470	Does Not Exist
1221480	Does Not Exist
1221490	Does Not Exist
1221500	Does Not Exist
1221510	Does Not Exist
1221520	Does Not Exist
1221530	Does Not Exist
1221540	Does Not Exist
1221550	Does Not Exist
1221560	Does Not Exist
1221570	Does Not Exist
1221580	Does Not Exist
1221590	Does Not Exist
1221600	Does Not Exist
1221610	Does Not Exist
1221620	Does Not Exist
1221630	Does Not Exist
1221640	Does Not Exist
1221650	Does Not Exist
1221660	Does Not Exist
1221670	Does Not Exist
1221680	Does Not Exist
1221690	Does Not Exist
1221700	Does Not Exist
1221710	Does Not Exist
1221720	Does Not Exist
1221730	Does Not Exist
1221740	Does Not Exist
1221750	Does Not Exist
1221760	Does Not Exist
1221770	Does Not Exist
1221780	Does Not Exist
1221790	Does Not Exist
1221800	Does Not Exist
1221810	Does Not Exist
1221820	Does Not Exist
1221830	Does Not Exist
1221840	Does Not Exist
1221850	Does Not Exist
1221860	Does Not Exist
1221870	Does Not Exist
1221880	Does Not Exist
1221890	Does Not Exist
1221900	Does Not Exist
1221910	Does Not Exist
1221920	Does Not Exist
1221930	Does Not Exist
1221940	Does Not Exist
1221950	Does Not Exist
1221960	Does Not Exist
1221970	Does Not Exist
1221980	Does Not Exist
1221990	Does Not Exist
1320781	Does Not Exist
1320791	Does Not Exist
1320801	Does Not Exist
1320811	Does Not Exist
1320821	Does Not Exist
1320831	Does Not Exist
1320841	Does Not Exist
1320851	Does Not Exist
1320861	Does Not Exist
1320871	Does Not Exist
1320881	Does Not Exist
1320891	Does Not Exist
1320901	Does Not Exist
1320911	Does Not Exist
1320921	Does Not Exist
1320931	Does Not Exist
1320941	Does Not Exist
1320951	Does Not Exist
1320961	Does Not Exist
1320971	Does Not Exist
1320981	Does Not Exist
1320991	Does Not Exist
1321001	Does Not Exist
1321011	Does Not Exist
1321021	Does Not Exist
1321031	Does Not Exist
1321041	Does Not Exist
1321051	Does Not Exist
1321061	Does Not Exist
1321071	Does Not Exist
1321081	Does Not Exist
1321091	Does Not Exist
1321101	Does Not Exist
1321111	Does Not Exist
1321121	Does Not Exist
1321131	Does Not Exist
1321141	Does Not Exist
1321151	Does Not Exist
1321161	Does Not Exist
1321171	Does Not Exist
1321181	Does Not Exist
1321191	Does Not Exist
1321201	Does Not Exist
1321211	Does Not Exist
1321221	Does Not Exist
1321231	Does Not Exist
1321241	Does Not Exist
1321251	Does Not Exist
1321261	Does Not Exist
1321271	Does Not Exist
1321281	Does Not Exist
1321291	Does Not Exist
1321301	Does Not Exist
1321311	Does Not Exist
1321321	Does Not Exist
1321331	Does Not Exist
1321341	Does Not Exist
1321351	Does Not Exist
1321361	Does Not Exist
1321371	Does Not Exist
1321381	Does Not Exist
1321391	Does Not Exist
1321401	Does Not Exist
1321411	Does Not Exist
1321421	Does Not Exist
1321431	Does Not Exist
1321441	Does Not Exist
1321451	Does Not Exist
1321461	Does Not Exist
1321471	Does Not Exist
1321481	Does Not Exist
1321491	Does Not Exist
1321501	Does Not Exist
1321511	Does Not Exist
1321521	Does Not Exist
1321531	Does Not Exist
1321541	Does Not Exist
1321551	Does Not Exist
1321561	Does Not Exist
1321571	Does Not Exist
1321581	Does Not Exist
1321591	Does Not Exist
1321601	Does Not Exist
1321611	Does Not Exist
1321621	Does Not Exist
1321631	Does Not Exist
1321641	Does Not Exist
1321651	Does Not Exist
1321661	Does Not Exist
1321671	Does Not Exist
1321681	Does Not Exist
1321691	Does Not Exist
1321701	Does Not Exist
1321711	Does Not Exist
1321721	Does Not Exist
1321731	Does Not Exist
1321741	Does Not Exist
1321751	Does Not Exist
1321761	Does Not Exist
1321771	Does Not Exist
1321781	Does Not Exist
1321791	Does Not Exist
1321801	Does Not Exist
1321811	Does Not Exist
1321821	Does Not Exist
1321831	Does Not Exist
1321841	Does Not Exist
1321851	Does Not Exist
1321861	Does Not Exist
1321871	Does Not Exist
1321881	Does Not Exist
1321891	Does Not Exist
1321901	Does Not Exist
1321911	Does Not Exist
1321921	Does Not Exist
1321931	Does Not Exist
1321941	Does Not Exist
1321951	Does Not Exist
1321961	Does Not Exist
1321971	Does Not Exist
1321981	Does Not Exist
1321991	Does Not Exist
1330780	Does Not Exist
1330790	Does Not Exist
1330800	Does Not Exist
1330810	Does Not Exist
1330820	Does Not Exist
1330830	Does Not Exist
1330840	Does Not Exist
1330850	Does Not Exist
1330860	Does Not Exist
1330870	Does Not Exist
1330880	Does Not Exist
1330890	Does Not Exist
1330900	Does Not Exist
1330910	Does Not Exist
1330920	Does Not Exist
1330930	Does Not Exist
1330940	Does Not Exist
1330950	Does Not Exist
1330960	Does Not Exist
1330970	Does Not Exist
1330980	Does Not Exist
1330990	Does Not Exist
1331000	Does Not Exist
1331010	Does Not Exist
1331020	Does Not Exist
1331030	Does Not Exist
1331040	Does Not Exist
1331050	Does Not Exist
1331060	Does Not Exist
1331070	Does Not Exist
1331080	Does Not Exist
1331090	Does Not Exist
1331100	Does Not Exist
1331110	Does Not Exist
1331120	Does Not Exist
1331130	Does Not Exist
1331140	Does Not Exist
1331150	Does Not Exist
1331160	Does Not Exist
1331170	Does Not Exist
1331180	Does Not Exist
1331190	Does Not Exist
1331200	Does Not Exist
1331210	Does Not Exist
1331220	Does Not Exist
1331230	Does Not Exist
1331240	Does Not Exist
1331250	Does Not Exist
1331260	Does Not Exist
1331270	Does Not Exist
1331280	Does Not Exist
1331290	Does Not Exist
1331300	Does Not Exist
1331310	Does Not Exist
1331320	Does Not Exist
1331330	Does Not Exist
1331340	Does Not Exist
1331350	Does Not Exist
1331360	Does Not Exist
1331370	Does Not Exist
1331380	Does Not Exist
1331390	Does Not Exist
1331400	Does Not Exist
1331410	Does Not Exist
1331420	Does Not Exist
1331430	Does Not Exist
1331440	Does Not Exist
1331450	Does Not Exist
1331460	Does Not Exist
1331470	Does Not Exist
1331480	Does Not Exist
1331490	Does Not Exist
1331500	Does Not Exist
1331510	Does Not Exist
1331520	Does Not Exist
1331530	Does Not Exist
1331540	Does Not Exist
1331550	Does Not Exist
1331560	Does Not Exist
1331570	Does Not Exist
1331580	Does Not Exist
1331590	Does Not Exist
1331600	Does Not Exist
1331610	Does Not Exist
1331620	Does Not Exist
1331630	Does Not Exist
1331640	Does Not Exist
1331650	Does Not Exist
1331660	Does Not Exist
1331670	Does Not Exist
1331680	Does Not Exist
1331690	Does Not Exist
1331700	Does Not Exist
1331710	Does Not Exist
1331720	Does Not Exist
1331730	Does Not Exist
1331740	Does Not Exist
1331750	Does Not Exist
1331760	Does Not Exist
1331770	Does Not Exist
1331780	Does Not Exist
1331790	Does Not Exist
1331800	Does Not Exist
1331810	Does Not Exist
1331820	Does Not Exist
1331830	Does Not Exist
1331840	Does Not Exist
1331850	Does Not Exist
1331860	Does Not Exist
1331870	Does Not Exist
1331880	Does Not Exist
1331890	Does Not Exist
1331900	Does Not Exist
1331910	Does Not Exist
1331920	Does Not Exist
1331930	Does Not Exist
1331940	Does Not Exist
1331950	Does Not Exist
1331960	Does Not Exist
1331970	Does Not Exist
1331980	Does Not Exist
1331990	Does Not Exist
1430781	Does Not Exist
1430791	Does Not Exist
1430801	Does Not Exist
1430811	Does Not Exist
1430821	Does Not Exist
1430831	Does Not Exist
1430841	Does Not Exist
1430851	Does Not Exist
1430861	Does Not Exist
1430871	Does Not Exist
1430881	Does Not Exist
1430891	Does Not Exist
1430901	Does Not Exist
1430911	Does Not Exist
1430921	Does Not Exist
1430931	Does Not Exist
1430941	Does Not Exist
1430951	Does Not Exist
1430961	Does Not Exist
1430971	Does Not Exist
1430981	Does Not Exist
1430991	Does Not Exist
1431001	Does Not Exist
1431011	Does Not Exist
1431021	Does Not Exist
1431031	Does Not Exist
1431041	Does Not Exist
1431051	Does Not Exist
1431061	Does Not Exist
1431071	Does Not Exist
1431081	Does Not Exist
1431091	Does Not Exist
1431101	Does Not Exist
1431111	Does Not Exist
1431121	Does Not Exist
1431131	Does Not Exist
1431141	Does Not Exist
1431151	Does Not Exist
1431161	Does Not Exist
1431171	Does Not Exist
1431181	Does Not Exist
1431191	Does Not Exist
1431201	Does Not Exist
1431211	Does Not Exist
1431221	Does Not Exist
1431231	Does Not Exist
1431241	Does Not Exist
1431251	Does Not Exist
1431261	Does Not Exist
1431271	Does Not Exist
1431281	Does Not Exist
1431291	Does Not Exist
1431301	Does Not Exist
1431311	Does Not Exist
1431321	Does Not Exist
1431331	Does Not Exist
1431341	Does Not Exist
1431351	Does Not Exist
1431361	Does Not Exist
1431371	Does Not Exist
1431381	Does Not Exist
1431391	Does Not Exist
1431401	Does Not Exist
1431411	Does Not Exist
1431421	Does Not Exist
1431431	Does Not Exist
1431441	Does Not Exist
1431451	Does Not Exist
1431461	Does Not Exist
1431471	Does Not Exist
1431481	Does Not Exist
1431491	Does Not Exist
1431501	Does Not Exist
1431511	Does Not Exist
1431521	Does Not Exist
1431531	Does Not Exist
1431541	Does Not Exist
1431551	Does Not Exist
1431561	Does Not Exist
1431571	Does Not Exist
1431581	Does Not Exist
1431591	Does Not Exist
1431601	Does Not Exist
1431611	Does Not Exist
1431621	Does Not Exist
1431631	Does Not Exist
1431641	Does Not Exist
1431651	Does Not Exist
1431661	Does Not Exist
1431671	Does Not Exist
1431681	Does Not Exist
1431691	Does Not Exist
1431701	Does Not Exist
1431711	Does Not Exist
1431721	Does Not Exist
1431731	Does Not Exist
1431741	Does Not Exist
1431751	Does Not Exist
1431761	Does Not Exist
1431771	Does Not Exist
1431781	Does Not Exist
1431791	Does Not Exist
1431801	Does Not Exist
1431811	Does Not Exist
1431821	Does Not Exist
1431831	Does Not Exist
1431841	Does Not Exist
1431851	Does Not Exist
1431861	Does Not Exist
1431871	Does Not Exist
1431881	Does Not Exist
1431891	Does Not Exist
1431901	Does Not Exist
1431911	Does Not Exist
1431921	Does Not Exist
1431931	Does Not Exist
1431941	Does Not Exist
1431951	Does Not Exist
1431961	Does Not Exist
1431971	Does Not Exist
1431981	Does Not Exist
1431991	Does Not Exist
1440780	Does Not Exist
1440790	Does Not Exist
1440800	Does Not Exist
1440810	Does Not Exist
1440820	Does Not Exist
1440830	Does Not Exist
1440840	Does Not Exist
1440850	Does Not Exist
1440860	Does Not Exist
1440870	Does Not Exist
1440880	Does Not Exist
1440890	Does Not Exist
1440900	Does Not Exist
1440910	Does Not Exist
1440920	Does Not Exist
1440930	Does Not Exist
1440940	Does Not Exist
1440950	Does Not Exist
1440960	Does Not Exist
1440970	Does Not Exist
1440980	Does Not Exist
1440990	Does Not Exist
1441000	Does Not Exist
1441010	Does Not Exist
1441020	Does Not Exist
1441030	Does Not Exist
1441040	Does Not Exist
1441050	Does Not Exist
1441060	Does Not Exist
1441070	Does Not Exist
1441080	Does Not Exist
1441090	Does Not Exist
1441100	Does Not Exist
1441110	Does Not Exist
1441120	Does Not Exist
1441130	Does Not Exist
1441140	Does Not Exist
1441150	Does Not Exist
1441160	Does Not Exist
1441170	Does Not Exist
1441180	Does Not Exist
1441190	Does Not Exist
1441200	Does Not Exist
1441210	Does Not Exist
1441220	Does Not Exist
1441230	Does Not Exist
1441240	Does Not Exist
1441250	Does Not Exist
1441260	Does Not Exist
1441270	Does Not Exist
1441280	Does Not Exist
1441290	Does Not Exist
1441300	Does Not Exist
1441310	Does Not Exist
1441320	Does Not Exist
1441330	Does Not Exist
1441340	Does Not Exist
1441350	Does Not Exist
1441360	Does Not Exist
1441370	Does Not Exist
1441380	Does Not Exist
1441390	Does Not Exist
1441400	Does Not Exist
1441410	Does Not Exist
1441420	Does Not Exist
1441430	Does Not Exist
1441440	Does Not Exist
1441450	Does Not Exist
1441460	Does Not Exist
1441470	Does Not Exist
1441480	Does Not Exist
1441490	Does Not Exist
1441500	Does Not Exist
1441510	Does Not Exist
1441520	Does Not Exist
1441530	Does Not Exist
1441540	Does Not Exist
1441550	Does Not Exist
1441560	Does Not Exist
1441570	Does Not Exist
1441580	Does Not Exist
1441590	Does Not Exist
1441600	Does Not Exist
1441610	Does Not Exist
1441620	Does Not Exist
1441630	Does Not Exist
1441640	Does Not Exist
1441650	Does Not Exist
1441660	Does Not Exist
1441670	Does Not Exist
1441680	Does Not Exist
1441690	Does Not Exist
1441700	Does Not Exist
1441710	Does Not Exist
1441720	Does Not Exist
1441730	Does Not Exist
1441740	Does Not Exist
1441750	Does Not Exist
1441760	Does Not Exist
1441770	Does Not Exist
1441780	Does Not Exist
1441790	Does Not Exist
1441800	Does Not Exist
1441810	Does Not Exist
1441820	Does Not Exist
1441830	Does Not Exist
1441840	Does Not Exist
1441850	Does Not Exist
1441860	Does Not Exist
1441870	Does Not Exist
1441880	Does Not Exist
1441890	Does Not Exist
1441900	Does Not Exist
1441910	Does Not Exist
1441920	Does Not Exist
1441930	Does Not Exist
1441940	Does Not Exist
1441950	Does Not Exist
1441960	Does Not Exist
1441970	Does Not Exist
1441980	Does Not Exist
1441990	Does Not Exist
1540781	Does Not Exist
1540791	Does Not Exist
1540801	Does Not Exist
1540811	Does Not Exist
1540821	Does Not Exist
1540831	Does Not Exist
1540841	Does Not Exist
1540851	Does Not Exist
1540861	Does Not Exist
1540871	Does Not Exist
1540881	Does Not Exist
1540891	Does Not Exist
1540901	Does Not Exist
1540911	Does Not Exist
1540921	Does Not Exist
1540931	Does Not Exist
1540941	Does Not Exist
1540951	Does Not Exist
1540961	Does Not Exist
1540971	Does Not Exist
1540981	Does Not Exist
1540991	Does Not Exist
1541001	Does Not Exist
1541011	Does Not Exist
1541021	Does Not Exist
1541031	Does Not Exist
1541041	Does Not Exist
1541051	Does Not Exist
1541061	Does Not Exist
1541071	Does Not Exist
1541081	Does Not Exist
1541091	Does Not Exist
1541101	Does Not Exist
1541111	Does Not Exist
1541121	Does Not Exist
1541131	Does Not Exist
1541141	Does Not Exist
1541151	Does Not Exist
1541161	Does Not Exist
1541171	Does Not Exist
1541181	Does Not Exist
1541191	Does Not Exist
1541201	Does Not Exist
1541211	Does Not Exist
1541221	Does Not Exist
1541231	Does Not Exist
1541241	Does Not Exist
1541251	Does Not Exist
1541261	Does Not Exist
1541271	Does Not Exist
1541281	Does Not Exist
1541291	Does Not Exist
1541301	Does Not Exist
1541311	Does Not Exist
